Year,Date,Time,GameType,Team1,Team2,Network,Rating,Viewers,Notes
2017,10/21/2020,10:30 PM,Regular Season,Wyoming,Boise State,ESPN2,0.26,0.414,
2017,10/20/2020,10:20 PM,Regular Season,Colorado State,New Mexico,ESPN2,,0.391,
2017,10/21/2020,3:29 PM,Regular Season,Arizona State,Utah,FS1,0.25,0.387,
2017,10/21/2020,8:00 PM,Regular Season,West Virginia,Baylor,FS2,0.18,0.325,
2017,10/21/2020,Noon,Regular Season,Iowa State,Texas Tech,FS1,0.21,0.307,
2017,10/21/2020,7:00 PM,Regular Season,South Florida,Tulane,ESPN2,,0.284,
2017,10/21/2020,7:30 PM,Regular Season,Wake Forest,Georgia Tech,ESPNU,,0.2,
2017,10/21/2020,4:00 PM,Regular Season,SMU,Cincinnati,ESPNU,,0.102,
2017,10/19/2020,7:30 PM,Regular Season,Louisiana,Arkansas State,ESPNU,,0.072,Sun Belt
2017,10/21/2020,Noon,Regular Season,Tulsa,UConn,ESPNU,,0.07,American
2017,10/14/2020,Noon,Regular Season,Michigan,Indiana,ABC,2.7,4.122,Big Ten
2017,10/14/2020,7:30 PM,Regular Season,Arkansas,Alabama,ESPN,2.2,3.866,SEC
2017,10/14/2020,3:30 PM,Regular Season,Oklahoma,Texas,ESPN,2.1,3.619,Big 12
2017,10/14/2020,3:30 PM,Regular Season,Auburn,LSU,CBS,2.25,3.595,SEC
2017,10/14/2020,4:00 PM,Regular Season,Georgia Tech,Miami (FL),ABC,2.1,3.38,ACC
2017,10/14/2020,8:00 PM,Regular Season,Utah,USC,ABC,2,3.192,Pac-12
2017,10/13/2020,7:00 PM,Regular Season,Clemson,Syracuse,ESPN,1.7,2.853,ACC
2017,10/14/2020,Noon,Regular Season,South Carolina,Tennessee,ESPN,1.7,2.532,SEC
2017,10/14/2020,7:30 PM,Regular Season,Ohio State,Nebraska,FS1,1.3,2.375,Big Ten
2017,10/14/2020,10:45 PM,Regular Season,Washington,Arizona State,ESPN,1.4,2.277,Pac-12
2017,10/13/2020,10:30 PM,Regular Season,Washington State,California,ESPN,1.4,2.261,Pac-12
2017,10/14/2020,7:00 PM,Regular Season,Texas A&M,Florida,ESPN2,1.2,2.112,SEC
2017,10/14/2020,Noon,Regular Season,Florida State,Duke,ESPN2,0.6,0.894,
2017,10/14/2020,Noon,Regular Season,Texas Tech,West Virginia,ESPNU,,0.839,
2017,10/14/2020,11:00 PM,Regular Season,Oregon,Stanford,FS1,0.38,0.7,
2017,10/14/2020,3:00 PM,Regular Season,TCU,Kansas State,FS1,0.36,0.568,
2017,10/14/2020,3:30 PM,Regular Season,Northwestern,Maryland,ESPN2,0.29,0.431,
2017,10/14/2020,10:45 PM,Regular Season,Nevada,Colorado State,ESPN2,0.27,0.421,
2017,10/14/2020,5:50 PM,Regular Season,Baylor,Oklahoma State,FS1,,0.299,
2017,10/14/2020,3:45 PM,Regular Season,Navy,Memphis,ESPNU,,0.295,
2017,10/14/2020,7:30 PM,Regular Season,Cincinnati,South Florida,ESPNU,,0.173,
2017,10/12/2020,7:30 PM,Regular Season,Texas St.,Louisiana,ESPNU,,0.153,
2017,10/7/2020,7:30 PM,Regular Season,Michigan State,Michigan,ABC,3.7,6.508,Big Ten
2017,10/7/2020,7:15 PM,Regular Season,Alabama,Texas A&M,ESPN,2.7,4.774,SEC
2017,10/7/2020,3:30 PM,Regular Season,LSU,Florida,CBS,2.5,4.128,SEC
2017,10/7/2020,Noon,Regular Season,Penn State,Northwestern,ABC,1.9,2.831,Big Ten
2017,10/7/2020,3:30 PM,Regular Season,Miami (FL),Florida State,ESPN,1.7,2.726,ACC
2017,10/7/2020,4:00 PM,Regular Season,Maryland,Ohio State,FOX,1.6,2.645,Big Ten
2017,10/7/2020,3:30 PM,Regular Season,Notre Dame,North Carolina,ABC,1.6,2.505,Ind.
2017,10/7/2020,Noon,Regular Season,Iowa State,Oklahoma,FOX,1.6,2.432,Big 12
2017,10/7/2020,Noon,Regular Season,Georgia,Vanderbilt,ESPN,1.3,1.958,SEC
2017,10/7/2020,8:00 PM,Regular Season,Washington State,Oregon,FOX,1.15,1.922,Pac-12
2017,10/7/2020,10:45 PM,Regular Season,California,Washington,ESPN,1,1.634,Pac-12
2017,10/5/2020,8:00 PM,Regular Season,Louisville,NC State,ESPN,1,1.549,ACC
2017,10/7/2020,7:00 PM,Regular Season,Kansas State,Texas,FS1,0.7,1.266,Big 12
2017,10/7/2020,3:30 PM,Regular Season,West Virginia,TCU,FS1,0.7,1.149,Big 12
2017,10/6/2020,10:30 PM,Regular Season,Boise State,Brigham Young,ESPN,,1.043,MWC
2017,10/7/2020,Noon,Regular Season,Wake Forest,Clemson,ESPN2,0.6,0.864,
2017,10/6/2020,7:00 PM,Regular Season,Memphis,UConn,ESPN,,0.769,
2017,10/7/2020,11:00 PM,Regular Season,Stanford,Utah,FS1,0.39,0.631,
2017,10/7/2020,3:30 PM,Regular Season,Minnesota,Purdue,ESPN2,0.39,0.586,
2017,10/7/2020,7:15 PM,Regular Season,Virginia Tech,Boston College,ESPN2,0.27,0.458,
2017,10/4/2020,8:00 PM,Regular Season,Arkansas St.,Georgia Southern,ESPN2,,0.421,
2017,10/7/2020,Noon,Regular Season,Texas Tech,Kansas,FS1,0.25,0.351,
2017,10/7/2020,10:45 PM,Regular Season,San Diego State,UNLV,ESPN2,0.21,0.344,
2017,10/7/2020,8:00 PM,Regular Season,UCF,Cincinnati,ESPNU,,0.131,
2017,10/7/2020,3:30 PM,Regular Season,Western Michigan,Buffalo,ESPNU,,0.09,MAC
2017,10/7/2020,Noon,Regular Season,Temple,East Carolina,ESPNU,,0.061,American
2017,10/7/2020,6:30 PM,Regular Season,Army,Rice,beIN,,0.01,Ind.
2017,9/30/2020,8:00 PM,Regular Season,Clemson,Virginia Tech,ABC,2.7,4.613,ACC
2017,9/30/2020,3:30 PM,Regular Season,Georgia,Tennessee,CBS,2.4,3.95,SEC
2017,9/30/2020,9:15 PM,Regular Season,Ole Miss,Alabama,ESPN,1.8,3.028,SEC
2017,9/30/2020,3:30 PM,Regular Season,Florida State,Wake Forest,ABC,1.9,2.894,ACC
2017,9/30/2020,Noon,Regular Season,Northwestern,Wisconsin,ABC,1.9,2.844,Big Ten
2017,9/30/2020,Noon,Regular Season,Vanderbilt,Florida,ESPN,1.8,2.815,SEC
2017,9/29/2020,10:30 PM,Regular Season,USC,Washington State,ESPN,1.8,2.776,Pac-12
2017,9/30/2020,8:00 PM,Regular Season,Oklahoma State,Texas Tech,FOX,1.6,2.685,Big 12
2017,9/30/2020,4:30 PM,Regular Season,Iowa,Michigan State,FOX,1.5,2.52,Big Ten
2017,9/30/2020,6:00 PM,Regular Season,Mississippi State,Auburn,ESPN,1.4,2.383,SEC
2017,9/29/2020,7:00 PM,Regular Season,Miami (FL),Duke,ESPN,1.1,1.709,ACC
2017,9/28/2020,8:00 PM,Regular Season,Texas,Iowa State,ESPN,1,1.651,Big 12
2017,9/29/2020,8:00 PM,Regular Season,Nebraska,Illinois,FS1,0.55,1.071,Big Ten
2017,9/30/2020,10:30 PM,Regular Season,Colorado,UCLA,ESPN2,0.6,1.039,Pac-12
2017,9/30/2020,7:00 PM,Regular Season,Troy,LSU,ESPNU,,0.856,
2017,9/30/2020,5:00 PM,Regular Season,Miami (OH),Notre Dame,NBCSN,0.49,0.798,
2017,9/30/2020,3:30 PM,Regular Season,Baylor,Kansas State,ESPN2,0.43,0.67,
2017,9/30/2020,10:30 PM,Regular Season,California,Oregon,FS1,0.35,0.649,
2017,9/30/2020,Noon,Regular Season,North Carolina,Georgia Tech,ESPN2,0.39,0.578,
2017,9/30/2020,Noon,Regular Season,Maryland,Minnesota,FS1,0.33,0.511,
2017,9/30/2020,7:00 PM,Regular Season,Memphis,UCF,ESPN2,0.27,0.442,
2017,9/30/2020,3:30 PM,Regular Season,Navy,Tulsa,ESPNU,,0.251,
2017,9/30/2020,Noon,Regular Season,Houston,Temple,ESPNU,,0.209,
2017,9/30/2020,10:30 PM,Regular Season,San Jose State,UNLV,ESPNU,,0.106,
2017,9/30/2020,7:00 PM,Regular Season,Charlotte,FIU,beIN,,0.004,American
2017,9/23/2020,7:30 PM,Regular Season,Penn State,Iowa,ABC,3.1,5.259,Big Ten
2017,9/23/2020,Noon,Regular Season,NC State,Florida State,ABC,2.5,3.749,ACC
2017,9/23/2020,Noon,Regular Season,Texas Tech,Houston,ABC,2.5,3.749,ACC
2017,9/23/2020,4:30 PM,Regular Season,Michigan,Purdue,FOX,2.2,3.521,Big Ten
2017,9/23/2020,8:20 PM,Regular Season,Notre Dame,Michigan State,FOX,2.1,3.456,Ind.
2017,9/23/2020,4:00 PM,Regular Season,USC,California,ABC,2,3.122,Pac-12
2017,9/23/2020,3:30 PM,Regular Season,Alabama,Vanderbilt,CBS,1.9,2.993,SEC
2017,9/23/2020,7:00 PM,Regular Season,Mississippi State,Georgia,ESPN,1.55,2.798,SEC
2017,9/23/2020,Noon,Regular Season,Texas A&M,Arkansas,ESPN,1.6,2.611,SEC
2017,9/23/2020,3:30 PM,Regular Season,TCU,Oklahoma State,ESPN,1.5,2.479,Big 12
2017,9/23/2020,10:30 PM,Regular Season,UCLA,Stanford,ESPN,1,1.665,Pac-12
2017,9/22/2020,8:00 PM,Regular Season,Virginia,Boise State,ESPN2,0.8,1.288,ACC
2017,9/23/2020,6:30 PM,Regular Season,Oklahoma,Baylor,FS1,0.7,1.254,Big 12
2017,9/23/2020,7:00 PM,Regular Season,Syracuse,LSU,ESPN2,0.65,1.06,ACC
2017,9/23/2020,10:30 PM,Regular Season,Washington,Colorado,FS1,0.6,1.049,Pac-12
2017,9/21/2020,7:30 PM,Regular Season,Temple,South Florida,ESPN,0.65,0.992,
2017,9/23/2020,4:00 PM,Regular Season,Bos. College,Clemson,ESPN2,0.5,0.816,
2017,9/22/2020,10:30 PM,Regular Season,Utah,Arizona,FS1,0.35,0.581,
2017,9/23/2020,7:30 PM,Regular Season,Auburn,Missouri,ESPNU,,0.503,
2017,9/23/2020,Noon,Regular Season,West Virginia,Kansas,ESPNU,,0.493,
2017,9/23/2020,10:40 PM,Regular Season,Hawaii,Wyoming,ESPN2,0.3,0.455,
2017,9/23/2020,3:45 PM,Regular Season,Duke,North Carolina,ESPNU,,0.436,
2017,9/23/2020,3:00 PM,Regular Season,UCF,Maryland,FS1,,0.247,
2017,9/24/2020,Noon,Regular Season,East Carolina,UConn,ESPNU,,0.084,American
2017,9/23/2020,6:30 PM,Regular Season,UAB,North Texas,beIN,,0.005,C-USA
2017,9/16/2020,3:30 PM,Regular Season,Tennessee,Florida,CBS,3.2,5.133,SEC
2017,9/16/2020,8:00 PM,Regular Season,Clemson,Louisville,ABC,3,5.064,ACC
2017,9/16/2020,8:40 PM,Regular Season,Texas,USC,FOX,2.9,4.912,Big 12
2017,9/16/2020,Noon,Regular Season,UCLA,Memphis,ABC,2.2,3.238,Pac-12
2017,9/16/2020,4:40 PM,Regular Season,Army,Ohio State,FOX,1.5,2.506,Ind.
2017,9/16/2020,7:00 PM,Regular Season,LSU,Mississippi State,ESPN,1.5,2.498,SEC
2017,9/16/2020,4:00 PM,Regular Season,Wisconsin,Brigham Young,ABC,1.5,2.274,Big Ten
2017,9/16/2020,3:30 PM,Regular Season,Notre Dame,Boston College,ESPN,1.1,1.779,Ind.
2017,9/16/2020,7:00 PM,Regular Season,Colorado State,Alabama,ESPN2,1,1.613,MWC
2017,9/16/2020,Noon,Regular Season,Oklahoma State,Pittsburgh,ESPN,1,1.566,Big 12
2017,9/15/2020,7:00 PM,Regular Season,Illinois,South Florida,ESPN,0.9,1.369,Big Ten
2017,9/16/2020,10:30 PM,Regular Season,Ole Miss,California,ESPN,0.8,1.195,SEC
2017,9/14/2020,8:00 PM,Regular Season,Boise State,New Mexico,ESPN,0.7,1.053,MWC
2017,9/16/2020,7:30 PM,Regular Season,Arizona,UTEP,ESPN,,0.829,
2017,9/16/2020,Noon,Regular Season,Northern Illinois,Nebraska,FS1,0.49,0.808,
2017,9/16/2020,3:30 PM,Regular Season,North Texas,Iowa,ESPN2,0.39,0.669,
2017,9/16/2020,7:30 PM,Regular Season,Kansas State,Vanderbilt,ESPNU,,0.415,
2017,9/16/2020,3:30 PM,Regular Season,SMU,TCU,ESPNU,,0.372,
2017,9/16/2020,10:15 PM,Regular Season,San Jose State,Utah,ESPN2,,0.294,
2017,9/16/2020,Noon,Regular Season,UConn,Virginia,ESPN2,,0.286,
2017,9/15/2020,7:00 PM,Regular Season,UMass,Temple,ESPNU,,0.215,
2017,9/16/2020,Noon,Regular Season,Kansas,Ohio,ESPNU,,0.195,
2017,9/16/2020,6:30 PM,Regular Season,Beth-Cookman,Florida Atlantic,beIN,,0.004,FCS
2017,9/9/2020,7:30 PM,Regular Season,Oklahoma,Ohio State,ABC,4.6,8.081,Big 12
2017,9/9/2020,7:30 PM,Regular Season,Georgia,Notre Dame,NBC,2.4,4.088,SEC
2017,9/9/2020,3:30 PM,Regular Season,Pittsburgh,Penn State,ABC,2.4,3.701,ACC
2017,9/9/2020,Noon,Regular Season,Cincinnati,Michigan,ABC,2.4,3.611,American
2017,9/9/2020,7:00 PM,Regular Season,Auburn,Clemson,ESPN,1.8,3.361,SEC
2017,9/9/2020,4:30 PM,Regular Season,Nebraska,Oregon,FOX,1.5,2.587,Big Ten
2017,9/9/2020,3:30 PM,Regular Season,TCU,Arkansas,CBS,1.5,2.345,Big 12
2017,9/9/2020,Noon,Regular Season,Louisville,North Carolina,ESPN,1.5,2.263,ACC
2017,9/9/2020,3:30 PM,Regular Season,Fresno State,Alabama,ESPN2,1.2,2.07,MWC
2017,9/9/2020,8:30 PM,Regular Season,Stanford,USC,FOX,1.2,2.069,Pac-12
2017,9/9/2020,Noon,Regular Season,Iowa,Iowa State,ESPN2,0.8,1.406,Big Ten
2017,9/9/2020,10:30 PM,Regular Season,Boise State,Washington State,ESPN,0.75,1.265,MWC
2017,9/8/2020,8:00 PM,Regular Season,Oklahoma State,South Alabama,ESPN2,0.6,0.966,
2017,9/9/2020,7:00 PM,Regular Season,South Carolina,Missouri,ESPN2,0.45,0.802,
2017,9/9/2020,10:20 PM,Regular Season,Utah,Brigham Young,ESPN2,0.37,0.668,
2017,9/9/2020,10:00 PM,Regular Season,Minnesota,Oregon State,FS1,0.24,0.41,
2017,9/8/2020,8:00 PM,Regular Season,Ohio,Purdue,FS1,,0.403,
2017,9/9/2020,3:30 PM,Regular Season,Indiana,Virginia,ESPNU,,0.358,
2017,9/9/2020,7:00 PM,Regular Season,Nicholls St.,Texas A&M,ESPNU,,0.353,
2017,9/9/2020,10:30 PM,Regular Season,Houston,Arizona,ESPNU,,0.242,
2017,9/9/2020,Noon,Regular Season,East Carolina,West Virginia,FS2,,0.239,
2017,9/9/2020,Noon,Regular Season,Northwestern,Duke,ESPNU,,0.161,
2017,9/7/2020,7:30 PM,Regular Season,Sam Hou. St.,Pr. View A&M,ESPNU,,0.12,
2017,9/2/2020,8:00 PM,Regular Season,Alabama,Florida State,ABC,6.9,12.335,SEC
2017,9/2/2020,3:30 PM,Regular Season,Michigan,Florida,ABC,4.9,7.65,Big Ten
2017,9/4/2020,8:00 PM,Regular Season,Tennessee,Georgia Tech,ESPN,2.9,5.134,SEC
2017,8/31/2020,8:00 PM,Regular Season,Ohio State,Indiana,ESPN,3,5.126,Big Ten
2017,9/3/2020,7:30 PM,Regular Season,West Virginia,Virginia Tech,ABC,2.7,4.645,Big 12
2017,9/3/2020,7:30 PM,Regular Season,Texas A&M,UCLA,FOX,1.9,3.19,SEC
2017,9/2/2020,Noon,Regular Season,Akron,Penn State,ABC,1.5,2.332,MAC
2017,9/2/2020,Noon,Regular Season,Maryland,Texas,FS1,1.2,2.046,Big Ten
2017,9/2/2020,7:30 PM,Regular Season,Purdue,Louisville,FOX,1.1,1.792,Big Ten
2017,9/2/2020,9:30 PM,Regular Season,Brigham Young,LSU,ESPN,1,1.763,Ind.
2017,9/1/2020,9:00 PM,Regular Season,Utah State,Wisconsin,ESPN,1.1,1.76,MWC
2017,9/2/2020,6:53 PM,Regular Season,Appalachian State,Georgia,ESPN,0.9,1.718,Sun Belt
2017,9/2/2020,Noon,Regular Season,Kent State,Clemson,ESPN,1,1.629,MAC
2017,9/2/2020,3:30 PM,Regular Season,Temple,Notre Dame,NBC,1,1.58,American
2017,9/2/2020,3:00 PM,Regular Season,NC State,South Carolina,ESPN,0.9,1.558,ACC
2017,9/2/2020,3:30 PM,Regular Season,UTEP,Oklahoma,FOX,0.7,1.111,C-USA
2017,9/1/2020,8:00 PM,Regular Season,Washington,Rutgers,FS1,0.6,0.971,
2017,9/2/2020,Noon,Regular Season,Bowling Green,Michigan State,ESPNU,,0.537,
2017,9/1/2020,8:00 PM,Regular Season,Navy,Fla. Atlantic,ESPNU,,0.444,
2017,9/2/2020,11:30 PM,Regular Season,Montana State,Washington State,FS1,0.24,0.436,
2017,9/3/2020,2:30 PM,Regular Season,S.C. State,Southern,ESPN2,0.3,0.428,
2017,8/31/2020,7:30 PM,Regular Season,Tulsa,Oklahoma State,FS1,,0.382,
2017,9/2/2020,3:30 PM,Regular Season,Troy,Boise State,ESPNU,,0.194,
2017,9/2/2020,7:30 PM,Regular Season,South Alabama,Ole Miss,ESPNU,,0.161,
2017,9/2/2020,7:00 PM,Regular Season,Liberty,Baylor,FS2,,0.137,
2017,8/26/2020,3:00 PM,Regular Season,Portland State,Brigham Young,ESPN,0.6,0.939,
2017,8/26/2020,6:30 PM,Regular Season,Chattanooga,Jacksonville State,ESPN,0.44,0.725,
2017,8/26/2020,10:00 PM,Regular Season,Stanford,Rice,ESPN,0.41,0.653,
2017,8/26/2020,12:00 PM,Regular Season,Texas Southern,FAMU,ESPNU,,0.228,
2017,8/26/2020,7:00 PM,Regular Season,Colgate,California Poly,ESPNU,,0.19,
2016,,,Bowl Game,Clemson,Alabama,ESPN Megacast,14.2,25.266,CFP Champ.
2016,,,Bowl Game,USC,Penn State,ESPN,8.6,15.74,Rose Bowl
2016,,,Bowl Game,Oklahoma,Auburn,ESPN,5.6,9.515,Sugar Bowl
2016,,,Bowl Game,Florida,Iowa,ABC,3.6,6.106,Outback Bowl
2016,,,Bowl Game,Wisconsin,Western Michigan,ESPN,3.1,5.442,Cotton Bowl
2016,,,Bowl Game,Boston College,Maryland,ESPN,,3.019,Detroit Bowl
2016,,,Bowl Game,Mississippi State,Miami (OH),ESPN,,2.045,State Pete Bowl
2016,,,Bowl Game,NC State,Vanderbilt,ESPN2,,1.27,Indpndnc. Bowl
2016,,,Bowl Game,Minnesota,Washington State,ESPN,2.4,4.046,Holiday Bowl
2016,,,Bowl Game,Baylor,Boise State,ESPN,,2.282,Cactus Bowl
2016,,,Bowl Game,Wake Forest,Temple,ESPN,,2.1,Military Bowl
2016,,,Bowl Game,Army,North Texas,ESPN,,1.615,Dallas Bowl
2016,,,Bowl Game,Miami,West Virginia,ESPN,2.5,4.252,Russ. Ath. Bowl
2016,,,Bowl Game,Kansas State,Texas A&M,ESPN,2.2,3.791,Texas Bowl
2016,,,Bowl Game,Utah,Indiana,FOX,1.6,2.628,San Fran. Bowl
2016,,,Bowl Game,Northwestern,Pittsburgh,ESPN,,2.425,Pinstripe Bowl
2016,,,Bowl Game,Virginia Tech,Arkansas,ESPN,2.9,4.963,Belk Bowl
2016,,,Bowl Game,Oklahoma State,Colorado,ESPN,2.6,4.551,Alamo Bowl
2016,,,Bowl Game,South Florida,South Carolina,ESPN,,2.308,Birminghm. Bowl
2016,,,Bowl Game,Florida State,Michigan,ESPN,6.2,11.461,Orange Bowl
2016,,,Bowl Game,Tennessee,Nebraska,ESPN,3.1,5.026,Music City Bowl
2016,,,Bowl Game,Georgia,TCU,ESPN,,3.128,Liberty Bowl
2016,,,Bowl Game,Stanford,North Carolina,CBS,1.9,2.926,Sun Bowl
2016,,,Bowl Game,Alabama,Washington,ESPN,10.7,19.344,Peach Bowl
2016,,,Bowl Game,Clemson,Ohio State,ESPN,9.8,19.237,Fiesta Bowl
2016,,,Bowl Game,LSU,Louisville,ABC,3.9,6.39,Citrus Bowl
2016,,,Bowl Game,Georgia Tech,Kentucky,ESPN,1.6,2.647,Gator Bowl
2016,,,Bowl Game,Tulsa,Central Michigan,ESPN,,0.794,M. Beach Bowl
2016,,,Bowl Game,Western Kentucky,Memphis,ESPN,,1.581,Boca Bowl
2016,,,Bowl Game,Brigham Young,Wyoming,ESPN,,2.38,Poinsettia Bowl
2016,,,Bowl Game,Idaho,Colorado State,ESPN,,1.143,Potato Bowl
2016,,,Bowl Game,Ohio,Troy,ESPN,,2.512,Mobile Bowl
2016,,,Bowl Game,Louisiana Tech,Navy,ESPN,,2.341,A. Forces Bowl
2016,,,Bowl Game,Old Dominion,Eastern Michigan,ESPN,,1.371,Bahamas Bowl
2016,,,Bowl Game,Hawaii,Middle Tennessee,ESPN,0.7,1.359,Hawaii Bowl
2016,,,Bowl Game,JMU,NDSU,ESPN2,,1.065,FCS semis
2016,,,Bowl Game,Mry Hrdn-Baylor,UW-Oshkosh,ESPNU,,0.34,D-III Champ.
2016,,,Bowl Game,San Diego State,Houston,ABC,2.4,3.744,Vegas Bowl
2016,,,Bowl Game,Grambling,N.C. Central,ABC,1.8,2.711,Celeb. Bowl
2016,,,Bowl Game,Appalachian State,Toledo,ESPN,0.9,1.483,Camellia Bowl
2016,,,Bowl Game,New Mexico,UTSA,ESPN,0.9,1.391,N. Mexico Bowl
2016,,,Bowl Game,Southern Mississippi,Louisiana,ESPN,0.9,1.335,N. Orlns. Bowl
2016,,,Bowl Game,NW Missouri State,North Alabama,ESPN2,0.5,0.79,D-II Champ.
2016,,,Bowl Game,E. Washington,Youngstown State,ESPNU,,0.457,FCS semis
2016,,,Bowl Game,Sam Houston State,JMU,ESPN2,,0.509,FCS qtrs
2016,,,Regular Season,Army,Navy,CBS,5,7.94,Ind.
2016,,,Regular Season,Heisman Trophy,Presentation,ESPN,1.6,2.638,
2016,,,Regular Season,South Dakota State,North Dakota State,ESPN,1.3,1.984,FCS qtrs
2016,,,Regular Season,Washington,Colorado,FOX,3.4,5.671,Pac-12 Champ.
2016,,,Regular Season,Western Michigan,Ohio,ESPN2,,1.358,MAC Champ.
2016,,,Regular Season,Alabama,Florida,CBS,6.6,11.093,SEC Champ.
2016,,,Regular Season,Penn State,Wisconsin,FOX,5.3,9.189,B1G Champ.
2016,,,Regular Season,Clemson,Virginia Tech,ABC,3.3,5.338,ACC Champ.
2016,,,Regular Season,Oklahoma,Oklahoma State,FOX,3.1,4.817,Big 12
2016,,,Regular Season,Temple,Navy,ABC,1.4,2.05,AAC Champ.
2016,,,Regular Season,Baylor,West Virginia,FS1,0.6,1.011,Big 12
2016,,,Regular Season,Western Kentucky,Louisiana Tech,ESPN,0.6,0.926,C-USA Champ.
2016,,,Regular Season,San Diego State,Wyoming,ESPN,0.4,0.713,MWC Champ.
2016,,,Regular Season,Kansas State,TCU,FS1,0.3,0.431,Big 12
2016,,,Regular Season,Troy,Georgia Southern,ESPN2,0.2,0.269,Sun Belt
2016,,,Regular Season,Arkansas State,Texas State,ESPN2,0.15,0.228,Sun Belt
2016,,,Regular Season,Grambling,Alcorn State,ESPNU,,0.16,SWAC Champ.
2016,,,Regular Season,Akron,Ohio,ESPNU,,0.277,MAC
2016,,,Regular Season,LSU,Texas A&M,ESPN,1.3,2.774,SEC
2016,,,Regular Season,Nebraska,Iowa,ABC,2.4,4.169,Big Ten
2016,,,Regular Season,Houston,Memphis,ABC,1.9,3.093,American
2016,,,Regular Season,Washington,Washington State,FOX,1.7,2.818,Pac-12
2016,,,Regular Season,Arkansas,Missouri,CBS,1.5,2.498,SEC
2016,,,Regular Season,Baylor,Texas Tech,ESPN,,1.787,Big 12
2016,,,Regular Season,Arizona State,Arizona,ESPN,1,1.672,Pac-12
2016,,,Regular Season,NC State,North Carolina,ESPN,,1.384,ACC
2016,,,Regular Season,TCU,Texas,FS1,,0.986,Big 12
2016,,,Regular Season,Toledo,Western Michigan,ESPN2,0.4,0.665,MAC
2016,,,Regular Season,Cincinnati,Tulsa,ESPN2,,0.526,American
2016,,,Regular Season,Michigan,Ohio State,ABC,9.4,16.841,Big Ten
2016,,,Regular Season,Auburn,Alabama,CBS,4.5,8.242,SEC
2016,,,Regular Season,Florida,Florida State,ABC,3.6,6.437,SEC
2016,,,Regular Season,Notre Dame,USC,ABC,3.4,5.695,Ind
2016,,,Regular Season,Michigan State,Penn State,ESPN,2,3.715,Big Ten
2016,,,Regular Season,Utah,Colorado,FOX,1.7,3.06,Pac-12
2016,,,Regular Season,South Carolina,Clemson,ESPN,1.5,2.656,SEC
2016,,,Regular Season,College Gameday,From Ohio State,ESPN,,2.614,
2016,,,Regular Season,Kentucky,Louisville,ESPN,0.9,1.564,SEC
2016,,,Regular Season,College Gameday,Bonus coverage (7-9 AM),ESPN,,0.862,
2016,,,Regular Season,West Virginia,Iowa State,FS1,0.3,0.594,Big 12
2016,,,Regular Season,UCLA,California,ESPN2,0.4,0.579,Pac-12
2016,,,Regular Season,Duke,Miami,ESPN2,0.3,0.505,ACC
2016,,,Regular Season,Virginia,Virginia Tech,ESPN2,0.3,0.453,ACC
2016,,,Regular Season,Wyoming,New Mexico,ESPN2,0.2,0.333,MWC
2016,,,Regular Season,Utah State,Brigham Young,ESPNU,,0.32,MWC
2016,,,Regular Season,Kansas,Kansas State,FS1,0.2,0.264,Big 12
2016,,,Regular Season,Grambling,Southern,NBCSN,0.1,0.2,SWAC
2016,,,Regular Season,Purdue,Indiana,ESPNU,,0.181,Big Ten
2016,,,Regular Season,Western Kentucky,Marshall,ESPNU,,0.133,C-USA
2016,,,Regular Season,Navy,SMU,ESPNU,,0.121,American
2016,,,Regular Season,Florida Atlantic,Middle Tennessee,beIN,,0.004,C-USA
2016,,,Regular Season,Ohio,Central Michigan,ESPN2,,0.386,MAC
2016,,,Regular Season,Kent State,Bowling Green,ESPNU,,0.074,MAC
2016,,,Regular Season,Ball State,Toledo,ESPN2,,0.423,MAC
2016,,,Regular Season,Northern Illinois,Eastern Michigan,ESPNU,,0.135,MAC
2016,,,Regular Season,Louisville,Houston,ESPN,1.5,2.432,ACC
2016,,,Regular Season,Arkansas State,Troy,ESPNU,,0.109,Sun Belt
2016,,,Regular Season,UNLV,Boise State,ESPN2,0.5,0.763,MWC
2016,,,Regular Season,Ohio State,Michigan State,ESPN,3.7,5.843,Big Ten
2016,,,Regular Season,Indiana,Michigan,ESPN,2.9,4.769,Big Ten
2016,,,Regular Season,Oklahoma State,West Virginia,ABC,2.3,3.825,Big 12
2016,,,Regular Season,Florida State,Syracuse,ABC,1.7,2.568,ACC
2016,,,Regular Season,Texas,Kansas,ABC,1.7,2.568,ACC
2016,,,Regular Season,Missouri,Tennessee,CBS,1.5,2.453,SEC
2016,,,Regular Season,Virginia Tech,Notre Dame,NBC,1.5,2.449,ACC
2016,,,Regular Season,Chattanooga,Alabama,ESPN2,1.5,2.437,FCS
2016,,,Regular Season,USC,UCLA,ESPN,1.4,2.301,Pac-12
2016,,,Regular Season,Arizona State,Washington,FOX,1.3,2.181,Pac-12
2016,,,Regular Season,Washington State,Colorado,FOX,1.3,2.114,Pac-12
2016,,,Regular Season,College Gameday,From WMU,ESPN,,2.082,
2016,,,Regular Season,Clemson,Wake Forest,ESPN,1.2,2.076,ACC
2016,,,Regular Season,Wisconsin,Purdue,ABC,1.3,1.85,Big Ten
2016,,,Regular Season,Arkansas,Mississippi State,ESPNU,,0.715,SEC
2016,,,Regular Season,Kansas State,Baylor,ESPN2,0.3,0.544,Big 12
2016,,,Regular Season,New Mexico,Colorado State,ESPN2,0.3,0.514,MWC
